Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.279583693,2.585853338,3.89759016,5.221800804,14.5361991,7.929571152,9.31110096,4.7,6,13.52065563,14.93269825,16.34277153,17.2,20.10796738,22.91453743,26,28.3832016,30.93199539,33.37447357,35.76379395,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,NA,NA,NA,72.376631,70.71398163,71.35198212,71.98726654,72.61915588,73.24695587,73.86991882,74.58585358,75.13645172,75.67851257,76.21903229,76.76501465,77.5,73.38258786,78.4997406,79.11552429,77.6,83.3192215,84.19555664,85.08812714,86.01316833,86.9,87.98255157,88.99909973,89.98953247,90.88771057,91.64648438,92.29893494,92.89823151,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,NA,NA,NA,NA,NA,31.3,30.01301765,30.55703735,31.09697533,31.63207245,33.7,31.542382,33.12068558,31.6,34.05020142,34.53017044,33.9,35.54945374,36.08673859,36.63740921,37.19763184,37.76356125,37.9,38.89718628,39.55197144,40.79751205,40.4,43.29354095,44.43624115,45.43953323,46.33651352,47.18033218,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,NA,54.781937,58.913112,61.100156,64.733947,66.122022,61.68112,64.794754,66.859519,67.394103,67.42304993,64.2,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,91.6,86.5,91.6,91.1,93.08769989,94.1315918,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,99.99862671,99.98960114,99.96490479,99.92795563,99.88430786,100,100,100,100,100,99.96533966,99.98679352,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,NA,NA,NA,50.9,49.81130981,51.40877533,53.00352097,54.59486389,56.18213272,60.1,60.29283905,62.00543976,62.3,65.41201019,64.4,68.8404541,67.9,72.3407135,74.11849213,75,76.3,79.51678467,79.9,83.13139343,85.13391113,88,89.58630371,91.79415894,95.7,95.88594055,96.5,99.57252502,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,NA,48.9,66.69656372,55.43,62.8,66.86,72.39,80.3,80.94,83.73,86.3,86.26,87.6,87.94,89.01,84.77742004,90.62,91.1,92.73,93.55,94.15,94.83,96,96.46425831,97.01,97.53736744,97.62,98.14,98.51,98.85,96.95,99.21,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Iran, Islamic Rep.",IRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,98.06488037,98.14431763,98.22221375,98.30558014,98.40142059,98.4,98.65244293,98.80560303,99.71,99.42646027,99.46973419,99.52924347,99.83,100,99.96,99.95,99.94,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iraq,IRQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.80883026,96.93499756,97.0526123,97.16868591,97.2902298,97.42424774,97.62211156,98.1,97.94296265,98.14768982,98.36196136,98,99.3,99.02366638,99.23851013,99.44837952,99.65409851,99.88437653,99.9,99.99102783,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jamaica,JAM,70.334586,77.22886658,78.03292084,78.83629608,79.63831329,80.43829346,85.706045,82.02940369,82.81917572,84.554112,84.43345642,87.708112,86.681291,86.53820801,87.24137878,87.95703125,88.69193268,89.44767761,92,91.00700378,92.2,91.1,93.1,93.9,93.3,94.9,96.5848465,97.36888123,98.15042114,98.93030548,99.70935822,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,96.8,97.85468292,97.97486115,98.09436035,98.21250153,98.32859802,98.44197845,98.9,98.65785217,98.75891113,99.0069809,99.01566315,99.5,99.01439667,99.17343682,99.0349884,100,98.8,100,99.4,100,99.60034943,99.5,99.69455719,99.79192352,99.89276123,99.951828,100,99.9,99.9,99.9,99.9,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kazakhstan,KAZ,NA,NA,NA,NA,NA,99.9,99.19211578,99.26947021,99.34275055,97,99.58386993,99.65,99.81,99.92,99.96,100,99.76654765,100,100,100,100,99.79746835,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,NA,NA,NA,10.9,3.473436832,5.427343369,7.378530502,9.326317787,14.5,13.20889187,15.17569447,17.04813576,18.91202927,16,22.64220619,24.52250099,26.42205238,28.34244156,30.280056,23,19.2,36.15786362,38.12599182,40.09215164,36,41.6,53.1,55.8319931,61.18061447,69.7,71.49271393,76.54244995,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kiribati,KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56978607,57.28753281,58.99673462,60.70439911,62.41752625,69.67640546,68.8,67.65368652,69.43660736,64.19,63.16773671,74.8503418,76.66377258,78.83417511,83.38574982,90.55818141,92.56970978,85.67442322,87.46591949,89.25575256,91.04476166,92.83363342,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Dem. People's Rep.",PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,29.30030632,31.43327141,33.56810379,35.7009697,37.82880402,39.95166016,42.07036591,44.18574905,46.29864502,48.40988541,50.52029419,52.63056183,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Rep.",KOR,99.88284302,99.91267395,99.94221497,99.96943665,99.98912048,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kosovo,XKX,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kyrgyz Republic,KGZ,NA,NA,NA,NA,NA,NA,NA,99.8,99.55382538,99.56558228,99.58281708,99.52974701,100,99.40496063,99.34727478,99.44230769,98.89,99.54,99.51,99.5,99,98.32,99.8,98.93,99.8,98.69,99.71,100,100,99.88467407,99.86511993,99.67372894,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lao PDR,LAO,NA,NA,NA,31,25.605793,25,31.24769974,34.06389618,36.87601089,39.68328476,42.58350372,45.31845093,46.3,48,53.50004196,57.2,57.0410587,54.96,66,67.40142822,70.2244873,70,76.36662775,79.28723907,82.50173187,89.7,89.01155853,93.6,92.9,98.3973465,99.31136322,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,99.88821411,99.85662842,99.8041687,99.75016022,99.70162964,99.66556549,99.64875793,99.65278625,99.67404938,100,99.75288391,99.80278015,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lebanon,LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.30312347,99.28229523,99.25291443,99.22200012,99.9,99.18357086,99.38381709,97.8,99.9,99.31903839,99.49950409,99.68401095,99.5341568,99.60704803,99.67489624,99.73777771,99.79650116,99.85191345,99.7,99.95048523,99.98307037,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lesotho,LSO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.258760108,1.296144128,3.372064114,5.446444035,6.8,9.618612289,9.7,13.86260319,16.01224327,17,17,22.52612877,20.56,26.88446617,27.8,31.77480888,35.0725174,33.7,47,44.56339645,47.49701309,50.37747192,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liberia,LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.28270936,1.9,5.255597115,4.1,9.251317978,9.8,9.4,15.2267561,17.7,24.2,22.77013588,23.1,27.5597496,29.84824371,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Libya,LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8,96.94502258,95.2321167,93.51766968,91.8086853,90.11218262,88.43492889,86.77851105,85.139328,83.51352692,81.8972702,80.28672791,78.67805481,77.0674057,75.45172882,73.83107758,72.20626831,70.57814789,67,68.47289276,69.36826324,70.21047974,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,99.47619629,99.45622253,99.42770386,99.39764404,99.3730545,99.3609314,99.36807251,99.3960495,99.44124603,99.49983215,99.71877289,99.72156525,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Macao SAR, China",MAC,99.84928131,99.88058472,99.91143036,99.94161987,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Madagascar,MDG,NA,NA,9.2,10.10562325,10.56164837,11.01563454,11.46690083,10.9,12.35855484,12.79750061,12.56780529,14.8,13.95127201,20.3,15.32857895,16.03244019,16.75555611,17.49951172,18.2606926,17.4,12.3,14.3,18.7,12.9,22.97530556,23.75502014,22.9,24.1,36.5,31.04,32,35.12093353,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malawi,MWI,NA,NA,3.2,1.553555846,2.013661385,2.471727133,2.927073479,3.379020214,3.826887608,4.26991272,4.8,5.205577374,5.554325104,6.2,6.9,6.619356632,3.653227333,7.409003735,7.83147192,8.267327309,8.7,7.6,7.4,9,11.9,10.8,11,12.7,18.02,11.2,11.5,14.1884222,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malaysia,MYS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.58813477,98.62186432,98.64704895,98.67069244,98.69979858,98.74138641,98.80222321,98.8839035,98.98281097,99.3,99.47531128,99.49632263,99.8,99.60329437,99.72376251,99.86203003,99.9,99.97869873,99.99715424,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Maldives,MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,87.45767212,88.30175018,89.14427948,89.99227905,90.85275269,91.73247528,92.63304901,93.55083466,99.9,98.99598694,99.09539795,99.21105194,99.35917664,100,99.77472687,100,99.8,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mali,MLI,NA,NA,NA,NA,NA,NA,6.2,4.28854084,6.066863537,7.840343952,9.625236511,10.8,13.0359211,14.73545074,16.44044685,18.15791702,16.6,21.65220642,23.42699623,24.03089583,27.01289749,28.81632805,25.6,32.4249649,34.22326279,37.6,38.79692841,34.78,50.9,47.85478973,50.64406586,53.38018799,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,99.99806213,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Marshall Islands,MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.52423588,68.62478638,70.05039215,71.46744537,72.88296509,74.30394745,75.73740387,77.19011688,72.3,80.15444183,81.65860748,89.39568329,89.91960679,90.36354828,90.88806915,91.45591736,92.05641174,92.67243958,93.76294708,95.26229858,96.75998688,98.2568512,99.75357819,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritania,MRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.14663315,22.2,21.74361801,23.03629684,24.33444405,18.2,26.97493935,33.04054054,30,31.07491875,34.20018387,35.30409241,36.42424011,37.57685471,38.8,39.5,41.2455101,42.9,43.58927917,44.94792938,45.4,47.69584274,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritius,MUS,99.04156494,99.07067871,99.09967804,99.12800598,99.15496826,99.17988586,99.20209503,99.22089386,99.23561859,99.24550629,99,99.19603729,99.4,99.08771515,99.03825378,99.00126648,98.98352814,98.9866333,99.00696564,99.04067993,99.39733124,99.6,99.37142944,99.39907074,99.47003174,99.57365417,99.6927948,99.61,99.78661346,100,99.46401978,99.6,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mexico,MEX,NA,NA,93.145981,95.44846344,95.238294,95.89446259,96.093624,96.32958221,96.092755,96.74829865,98.007132,97.13956451,97.897085,97.35939026,98.597701,98.932728,99.11416,97.91460419,98.914037,98.29679871,99.236696,99.0047226,99.111637,99.14505005,99.172928,99,99.5,100,99.5,99.6,99.4,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Micronesia, Fed. Sts.",FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,48.44491577,50.13581467,51.82517624,53.52000427,55.22730255,56.95386124,58.7012558,60.46587372,62.24388123,64.53152025,66.27344513,67.82731628,69.41365051,71.2011261,72.98428345,74.76328278,76.53897095,78.31216431,80.08370209,81.85440826,83.62497711,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Moldova,MDA,100,100,100,100,100,100,100,100,100,100,98.7317276,98.7572403,99,98.78961945,99.1,98.6,98.896492,98.96995544,99.06063843,99.16470337,99.27832794,99.39765167,99.5188446,99.63806915,99.75226593,99.86148071,99.93734741,99.98,99.99,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mongolia,MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3,71.72018433,72.75763702,76.3,74.83492279,86.2,76.96188354,78.05582428,79.16699982,80.29155731,78.50208044,72.05707491,83.70715332,81.2,85.98155212,87.9682312,90.80754852,93.62075806,98.1,98.92325592,99.50216675,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Montenegro,MNE,100,100,100,100,100,100,100,100,100,100,99.09285736,99.0697403,99.03807068,99.00485992,98.97711945,99.83022071,98.9658432,98.99066925,99.03272247,99.08815765,99.15314484,99,99.29640198,99.7,97.7,99.4931488,99.59975433,100,100,99.96228027,99.85311127,99.7984314,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Morocco,MAR,NA,NA,49.2,56.77265167,58.60889816,56.5,62.27459335,64.10268402,65.92668915,67.74585724,69.81222534,71.58036804,73.33995819,75.0980072,78.2,78.63751984,96.5,82.24885559,84.08216095,85.92886353,95.72572327,96.07478333,96.44008636,97.2,97.27895355,97.3,97.8,100,98.1,99.6,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mozambique,MOZ,NA,NA,NA,NA,NA,NA,NA,6.6,3.663175583,4.879123688,6.101472855,5.7,8.397825241,8.1,10.68801785,11.84832191,13.02788067,12.4,13.57122385,15,18.89780426,20.2,21.21368027,22.41220856,24.8,24,26.2185955,24.3,31.1,29.68644333,30.61238289,31.49403954,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Myanmar,MMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87318802,42.95207977,47,45.0912323,46.16550446,47.25225449,48.35825348,49.48509598,50.62916183,51.78661346,48.8,54.1263237,55.30090332,56.47351074,52,60.5,55.6,69.8148366,66.10093689,68.31150055,70.41574097,72.46681976,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Namibia,NAM,NA,NA,26.4,27,28.93258858,29.95214844,30.96898842,31.9824295,32.99179077,33.99631119,36.5,35.99064255,36.88426971,37.77636337,38.67391968,39.58395386,40.51324081,43.7,42.43071747,44.1,44.40174103,42.3,46.39559937,47.4,48.38235474,51.6,49.7,52.5,52.32165527,53.27858353,52.3,55.22531891,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nauru,NRU,98.99908447,99.04130554,99.0834198,99.12485504,99.16492462,99.20295715,99.23826599,99.27017975,99.29801178,99.32100677,99.06174469,99.04695129,99.02361298,98.99873352,98.97931671,98.97237396,98.98469543,99.8,99.06822968,99.13199615,99.20530701,99,99.36521912,99.4441452,99.51803589,99,99.66518402,99.83300781,99.9187851,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nepal,NPL,NA,NA,NA,NA,NA,NA,17.9,18.13286781,21.7325325,25.32735443,29.86780357,24.6,36.35047913,39.58600616,37.2,46.08046341,51.2,52.64674377,55.95753098,59.28170395,68.6,67.26,75.21463013,77.44139099,84.9,82.01422882,90.7,86.62465668,93.92,89.9,89.9,89.9,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Caledonia,NCL,99.84430695,99.87581635,99.90686798,99.93725586,99.96508026,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nicaragua,NIC,NA,NA,NA,72.064174,69.25382996,69.84990692,70.44326019,71.03321075,69.047103,72.20012665,72.95218658,72.22158,74.05443573,74.5997467,75.15052032,73.821815,76.29627991,76.89962769,77.52019501,77.916313,80.13485718,81.2,81.2815094,81.89542389,81.853073,83.24255371,83.94796753,84.62728119,85.21433258,85.66197968,86.00330353,86.29147339,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Niger,NER,NA,NA,4.4,4.012139797,4.57177639,6.2,7,6.235727787,6.7,7.325682163,6.481481481,8.351331711,8.813964844,9.275057793,9.741617203,7.1,9.3,11.23806858,11.77442169,12.32416153,13.62196922,14.3,14.4,15.15198231,15.73237133,16.6,16.97397804,17.5764389,17.6,18.4574337,18.72191048,18.6,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nigeria,NGA,27.3,35.23460007,36.0994606,36.96364594,37.82646942,38.68725204,39.5453186,40.39998245,41.25056839,44.9,43.17996979,43.91169739,44.63488007,52.2,46.08362961,46.82321548,47.58205414,50.13091943,50.3,49.96892166,48,55.9,53.0173645,55.6,54.15365219,52.5,59.3,54.4,56.5,55.4,55.4,59.5,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,North Macedonia,MKD,100,100,100,100,100,100,100,100,100,100,99.022995,99.03236389,99.0331955,99.03247833,99.42,99.05445099,99,99.14825439,99.2,99.2,99.49747467,99.7261638,99.61645508,99.71954346,99.81759644,99.90327454,99.96611786,99.9943161,99.8,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Northern Mariana Islands,MNP,99.85326385,99.88437653,99.91503143,99.9449234,99.97164154,100,100,100,100,100,100,100,99.93063354,99.87239075,99.81594849,99.77197266,99.74725342,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Oman,OMN,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99642181,99.97957611,99.94677734,99.91415405,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pakistan,PAK,NA,NA,NA,NA,NA,NA,NA,NA,70.46,70.26535034,72.81689453,73.86801147,74.9105835,75.95161438,76.99811554,78.05709076,79.13531494,80.23438263,81.35066986,82.48035431,87.12272644,87.83734131,88.56819916,89.33152008,90.13817596,90.9774704,91.83230591,92.661026,93.39749146,93.9,94.4852829,94.92285919,NA
Access to electricity (% of population),EG.ELC.ACCS.ZS,Palau,PLW,96.62535095,96.76270294,96.89993286,97.03649139,97.17168427,97.30484009,97.43527222,97.56230927,97.68526459,97.80337524,97.94817352,98.00195313,98.04718781,98.09088135,98.14004517,98.91650733,98.28256989,98.38430023,98.50325775,98.63559723,98.77748871,98.92508698,97.63042631,99.22205353,99.8103,99.50200653,100,100,100,100,100,100,NA
